"","basin","region","site_name","sample","depth","unique","type","total_dd_count","sed_weight_kg","num_yrs_est_bulks","num_yrs_est_bulks_upper","num_yrs_est_bulks_lower","age_est_bulks","date_locality","date_unique","midpoint","interval_no","min","median","predicted_age_BP","max","predicted_age_AD_BC","perc_2.5","perc_25","median_num_years_per_sample","perc_75","perc_97.5","age_AD_BC","age_BP","depth_upper","thickness","thick.not.5","no_years","no_years_25","no_years_75","dd_kg","dd_kg_yr","dd_kg_yr_25","dd_kg_yr_75","age_group","sampling_year","log_sed_weight_kg","log_no_years","site_age","sample_age"
"122","Pacific","Gulf of Panama","Saboga","AT19-1-3",210,"AT19-1-3-210","core",5,0.08629,NA,NA,NA,NA,"Saboga","AT19-1-3-207.5",207.5,42,2699.975,3045,3027.464,3259,-1077.464,10,23,39,49,101.15,-1095,3045,205,5,"no",39,23,49,57.9441418472592,1.4857472268528,2.51931051509823,1.18253350708692,"pre_exp",2019,-2.45004156246192,3.66356164612965,"Saboga pre_exp","AT19-1-3 pre_exp"
"123","Pacific","Gulf of Panama","Saboga","AT19-1-3",220,"AT19-1-3-220","core",5,0.0844,NA,NA,NA,NA,"Saboga","AT19-1-3-217.5",217.5,44,2765.875,3140,3108.962,3289.025,-1158.962,9,24,42,50,100.025,-1190,3140,215,5,"no",42,24,50,59.2417061611374,1.41051681336042,2.46840442338073,1.18483412322275,"pre_exp",2019,-2.47218787738023,3.73766961828337,"Saboga pre_exp","AT19-1-3 pre_exp"
"124","Pacific","Gulf of Panama","Saboga","AT19-1-3",225,"AT19-1-3-225","core",3,0.0718,NA,NA,NA,NA,"Saboga","AT19-1-3-222.5",222.5,45,2818.975,3189,3153.514,3303.025,-1203.514,10,25,45,50,121,-1239,3189,220,5,"no",45,25,50,41.7827298050139,0.928505106778087,1.67130919220056,0.835654596100279,"pre_exp",2019,-2.63387080292796,3.80666248977032,"Saboga pre_exp","AT19-1-3 pre_exp"
"125","Pacific","Gulf of Panama","Saboga","AT19-1-3",235,"AT19-1-3-235","core",5,0.06946,NA,NA,NA,NA,"Saboga","AT19-1-3-232.5",232.5,47,2966.975,3288,3257.442,3331,-1307.442,12,32,49,62,175.05,-1338,3288,230,5,"no",49,32,62,71.9838756118629,1.46905868595639,2.24949611287072,1.16103025180424,"pre_exp",2019,-2.66700423166621,3.89182029811063,"Saboga pre_exp","AT19-1-3 pre_exp"
"126","Pacific","Gulf of Panama","Saboga","AT19-1-3",240,"AT19-1-3-240","core",10,0.06887,NA,NA,NA,NA,"Saboga","AT19-1-3-237.5",237.5,48,3220.975,3339,3338.644,3461.05,-1388.644,14,40.75,50,94,305.25,-1389,3339,235,5,"no",50,40.75,94,145.201103528387,2.90402207056774,3.56321726450029,1.54469259072752,"pre_exp",2019,-2.67553460942553,3.91202300542815,"Saboga pre_exp","AT19-1-3 pre_exp"
"127","Pacific","Gulf of Panama","Saboga","AT19-1-3",250,"AT19-1-3-250","core",7,0.06894,NA,NA,NA,NA,"Saboga","AT19-1-3-247.5",247.5,50,3359.975,3440.5,3487.965,3925.1,-1537.965,9.975,30,49,70,216.275,-1490.5,3440.5,245,5,"no",49,30,70,101.537568900493,2.07219528368353,3.38458563001644,1.45053669857847,"pre_exp",2019,-2.67451871789342,3.89182029811063,"Saboga pre_exp","AT19-1-3 pre_exp"
"128","Pacific","Gulf of Panama","Saboga","AT19-1-3",255,"AT19-1-3-255","core",NA,NA,NA,NA,NA,NA,"Saboga","AT19-1-3-252.5",252.5,51,3373,3489,3540.789,3995.175,-1590.789,9,27,48,58,164.275,-1539,3489,250,5,"no",48,27,58,NA,NA,NA,NA,"pre_exp",2019,NA,3.87120101090789,"Saboga pre_exp","AT19-1-3 pre_exp"
"129","Pacific","Gulf of Panama","Saboga","AT19-1-3",265,"AT19-1-3-265","core",8,0.06173,NA,NA,NA,NA,"Saboga","AT19-1-3-262.5",262.5,53,3396,3586,3632.211,4100.3,-1682.211,9,24,40,50,133,-1636,3586,260,5,"no",40,24,50,129.596630487607,3.23991576219018,5.39985960365031,2.59193260975215,"pre_exp",2019,-2.78498524257633,3.68887945411394,"Saboga pre_exp","AT19-1-3 pre_exp"
"130","Pacific","Gulf of Panama","Saboga","AT19-1-3",270,"AT19-1-3-270","core",6,0.06744,NA,NA,NA,NA,"Saboga","AT19-1-3-267.5",267.5,54,3408,3636,3673.695,4133.1,-1723.695,8,24,38,50,111.025,-1686,3636,265,5,"no",38,24,50,88.9679715302491,2.34126240869077,3.70699881376038,1.77935943060498,"pre_exp",2019,-2.69651696528854,3.63758615972639,"Saboga pre_exp","AT19-1-3 pre_exp"
"131","Pacific","Gulf of Panama","Saboga","AT19-1-3",280,"AT19-1-3-280","core",10,0.0722,NA,NA,NA,NA,"Saboga","AT19-1-3-277.5",277.5,56,3442,3733,3755.76,4203.025,-1805.76,9,23,37,50,113.025,-1783,3733,275,5,"no",37,23,50,138.504155124654,3.74335554390956,6.02191978802842,2.77008310249307,"pre_exp",2019,-2.62831523308336,3.61091791264422,"Saboga pre_exp","AT19-1-3 pre_exp"
"132","Pacific","Gulf of Panama","Saboga","AT19-1-3",285,"AT19-1-3-285","core",6,0.07867,NA,NA,NA,NA,"Saboga","AT19-1-3-282.5",282.5,57,3456.975,3782,3796.28,4224.05,-1846.28,9,23,36,49,124,-1832,3782,280,5,"no",36,23,49,76.2679547476802,2.11855429854667,3.31599803250783,1.55648887240164,"pre_exp",2019,-2.54249339064099,3.58351893845611,"Saboga pre_exp","AT19-1-3 pre_exp"
"133","Pacific","Gulf of Panama","Saboga","AT19-1-3",370,"AT19-1-3-370","core",11,0.06226,NA,NA,NA,NA,"Saboga","AT19-1-3-367.5",367.5,74,4389,4418,4417.394,4439.025,-2467.394,2,5,7,9,13,-2468,4418,365,5,"no",7,5,9,176.678445229682,25.2397778899546,35.3356890459364,19.6309383588536,"pre_exp",2019,-2.77643611396867,1.94591014905531,"Saboga pre_exp","AT19-1-3 pre_exp"
"134","Pacific","Gulf of Panama","Isla Iguana","JC22-2-1",15,"JC22-2-1-15","core",0,0.01136,NA,NA,NA,NA,"Isla Iguana","JC22-2-1-12.5",12.5,3,-55,-26,-25.899,4,1975.899,6,17,22,24,34.025,1976,-26,10,5,"no",46,17,24,0,0,0,0,"modern",2022,-4.47765686568913,3.8286413964891,"Isla Iguana modern","JC22-2-1 modern"
"135","Pacific","Gulf of Panama","Isla Iguana","JC22-2-1",25,"JC22-2-1-25","core",0,0.00951,NA,NA,NA,NA,"Isla Iguana","JC22-2-1-22.5",22.5,5,-3.025,18,16.154,24,1933.846,7,16,20,24,53,1932,18,20,5,"no",20,16,24,0,0,0,0,"modern",2022,-4.65541140242484,2.99573227355399,"Isla Iguana modern","JC22-2-1 modern"
"136","Pacific","Gulf of Panama","Isla Iguana","JC22-2-1",160,"JC22-2-1-160","core",56,0.18263,NA,NA,NA,NA,"Isla Iguana","JC22-2-1-157.5",157.5,32,3390.25,4137,4057.76,4289.125,-2107.76,159.95,393,514,612.75,1694.4,-2187,4137,155,5,"no",514,393,612.75,306.630893062476,0.596558157709097,0.780231280057191,0.500417614137048,"pre_exp",2022,-1.70029303077819,6.24222326545517,"Isla Iguana pre_exp","JC22-2-1 pre_exp"
"137","Pacific","Gulf of Panama","Isla Iguana","JC22-2-1",165,"JC22-2-1-165","core",61,0.15362,NA,NA,NA,NA,"Isla Iguana","JC22-2-1-162.5",162.5,33,4154,4209,4239.738,4498.25,-2289.738,23.975,65,107,212,914.025,-2259,4209,160,5,"no",107,65,212,397.083713058196,3.71106273886164,6.10898020089532,1.87303638234998,"pre_exp",2022,-1.8732732584116,4.67282883446191,"Isla Iguana pre_exp","JC22-2-1 pre_exp"
"138","Pacific","Gulf of Panama","Isla Iguana","JC22-2-1",175,"JC22-2-1-175","core",180,0.08997,NA,NA,NA,NA,"Isla Iguana","JC22-2-1-172.5",172.5,35,4195,4348,4373.195,4653.15,-2423.195,13,36,60,73,167,-2398,4348,170,5,"no",60,36,73,2000.66688896299,33.3444481493831,55.5740802489719,27.406395739219,"pre_exp",2022,-2.40827899755311,4.0943445622221,"Isla Iguana pre_exp","JC22-2-1 pre_exp"
"139","Pacific","Gulf of Panama","Isla Iguana","JC22-2-1",180,"JC22-2-1-180","core",169,0.10851,NA,NA,NA,NA,"Isla Iguana","JC22-2-1-177.5",177.5,36,4215,4416,4431.071,4710.025,-2481.071,14,33,53,71,150.075,-2466,4416,175,5,"no",53,33,71,1557.4601419224,29.3860404136303,47.1957618764365,21.9360583369353,"pre_exp",2022,-2.22091294435002,3.97029191355212,"Isla Iguana pre_exp","JC22-2-1 pre_exp"
"140","Pacific","Gulf of Panama","Isla Iguana","JC22-2-1",190,"JC22-2-1-190","core",63,0.09365,NA,NA,NA,NA,"Isla Iguana","JC22-2-1-187.5",187.5,38,4289,4555.5,4542.71,4763,-2592.71,13.975,32,52,70,140.025,-2605.5,4555.5,185,5,"no",52,32,70,672.717565403097,12.9368762577519,21.0224239188468,9.61025093432995,"pre_exp",2022,-2.36819085009204,3.95124371858143,"Isla Iguana pre_exp","JC22-2-1 pre_exp"
"141","Pacific","Gulf of Panama","Isla Iguana","JC22-2-1",195,"JC22-2-1-195","core",69,0.11022,NA,NA,NA,NA,"Isla Iguana","JC22-2-1-192.5",192.5,39,4323.925,4623,4598.299,4782,-2648.299,13.975,33,54,70,121.025,-2673,4623,190,5,"no",54,33,70,626.020685900925,11.592975664832,18.9703238151796,8.94315265572751,"pre_exp",2022,-2.20527691052705,3.98898404656427,"Isla Iguana pre_exp","JC22-2-1 pre_exp"
"142","Pacific","Gulf of Panama","Isla Iguana","JC22-2-1",205,"JC22-2-1-205","core",108,0.1169,NA,NA,NA,NA,"Isla Iguana","JC22-2-1-202.5",202.5,41,4448.925,4763,4725.943,4823,-2775.943,16,39,65,79,172.025,-2813,4763,200,5,"no",65,39,79,923.866552609068,14.213331578601,23.6888859643351,11.6945133241654,"pre_exp",2022,-2.14643641050411,4.17438726989564,"Isla Iguana pre_exp","JC22-2-1 pre_exp"
"143","Pacific","Gulf of Panama","Isla Iguana","JC22-2-1",212,"JC22-2-1-212","core",119,0.15491,NA,NA,NA,NA,"Isla Iguana","JC22-2-1-208.5",208.5,42,4660.85,4842,4857.772,5173.025,-2907.772,24,60,84,157.25,476,-2892,4842,205,7,"yes",84,60,157.25,768.187980117488,9.14509500139866,12.8031330019581,4.8851381883465,"pre_exp",2022,-1.86491097586387,4.43081679884331,"Isla Iguana pre_exp","JC22-2-1 pre_exp"
"144","Pacific","Gulf of Panama","Isla Iguana","JC22-2-2",15,"JC22-2-2-15","core",0,0.01795,NA,NA,NA,NA,"Isla Iguana","JC22-2-2-12.5",12.5,3,-69,-64,-63.836,-57,2013.836,1,3,3,4,6,2014,-64,10,5,"no",8,3,4,0,0,0,0,"modern",2022,-4.02016516404785,2.07944154167984,"Isla Iguana modern","JC22-2-2 modern"
"145","Pacific","Gulf of Panama","Isla Iguana","JC22-2-2",40,"JC22-2-2-40","core",4,0.06177,NA,NA,NA,NA,"Isla Iguana","JC22-2-2-37.5",37.5,8,-48,-34,-30.818,6,1980.818,2,6,9,10,23,1984,-34,35,5,"no",9,6,10,64.7563542172576,7.19515046858417,10.7927257028763,6.47563542172576,"modern",2022,-2.78433746927433,2.19722457733622,"Isla Iguana modern","JC22-2-2 modern"
"146","Pacific","Gulf of Panama","Isla Iguana","JC22-2-2",45,"JC22-2-2-45","core",1,0.06044,NA,NA,NA,NA,"Isla Iguana","JC22-2-2-42.5",42.5,9,-45,-25,-22.722,12,1972.722,2,5,8,10,19,1975,-25,40,5,"no",8,5,10,16.5453342157512,2.06816677696889,3.30906684315023,1.65453342157512,"modern",2022,-2.8061041415776,2.07944154167984,"Isla Iguana modern","JC22-2-2 modern"
"147","Pacific","Gulf of Panama","Isla Iguana","JC22-2-2",55,"JC22-2-2-55","core",8,0.07555,NA,NA,NA,NA,"Isla Iguana","JC22-2-2-52.5",52.5,11,-39,-7,-7.672,20,1957.672,2,5,8,9,16,1957,-7,50,5,"no",8,5,9,105.890138980807,13.2362673726009,21.1780277961615,11.7655709978675,"modern",2022,-2.58296059026339,2.07944154167984,"Isla Iguana modern","JC22-2-2 modern"
"148","Pacific","Gulf of Panama","Isla Iguana","JC22-2-2",60,"JC22-2-2-60","core",11,0.09404,NA,NA,NA,NA,"Isla Iguana","JC22-2-2-57.5",57.5,12,-34,2,0.003,23,1949.997,2,5,8,9,18,1948,2,55,5,"no",8,5,9,116.971501488728,14.621437686091,23.3943002977456,12.9968334987476,"modern",2022,-2.36403505531027,2.07944154167984,"Isla Iguana modern","JC22-2-2 modern"
"149","Pacific","Gulf of Panama","Isla Iguana","JC22-2-2",70,"JC22-2-2-70","core",22,0.08044,NA,NA,NA,NA,"Isla Iguana","JC22-2-2-67.5",67.5,14,-21,21,17.25,28,1932.75,2,6,9,10,25,1929,21,65,5,"no",9,6,10,273.495773247141,30.3884192496823,45.5826288745235,27.3495773247141,"modern",2022,-2.52024371407769,2.19722457733622,"Isla Iguana modern","JC22-2-2 modern"
"150","Pacific","Gulf of Panama","Isla Iguana","JC22-2-2",75,"JC22-2-2-75","core",14,0.0679,NA,NA,NA,NA,"Isla Iguana","JC22-2-2-72.5",72.5,15,14,30,28.724,35,1921.276,3,7,9,12,40.05,1920,30,70,5,"no",9,7,12,206.185567010309,22.9095074455899,29.4550810014728,17.1821305841924,"modern",2022,-2.68971924441749,2.19722457733622,"Isla Iguana modern","JC22-2-2 modern"
"151","Pacific","Gulf of Panama","Isla Iguana","JC22-2-2",142,"JC22-2-2-142","core",182,0.24639,NA,NA,NA,NA,"Isla Iguana","JC22-2-2-138.5",138.5,28,3149.775,4533,4275.14,4954.2,-2325.14,749.875,1680.5,1953,2277.25,3013.45,-2583,4533,135,7,"yes",1953,1680.5,2277.25,738.666341978165,0.378221373260709,0.439551527508578,0.32436769874988,"pre_exp",2022,-1.40083963256193,7.57712193087668,"Isla Iguana pre_exp","JC22-2-2 pre_exp"
"152","Pacific","Gulf of Panama","Isla Iguana","JC22-2-3",15,"JC22-2-3-15","core",0,0.02834,NA,NA,NA,NA,"Isla Iguana","JC22-2-3-12.5",12.5,3,-58,-40,-39.926,-22,1989.926,5,14,15,17,20,1990,-40,10,5,"no",32,14,17,0,0,0,0,"modern",2022,-3.5634810447196,3.46573590279973,"Isla Iguana modern","JC22-2-3 modern"
"153","Pacific","Gulf of Panama","Isla Iguana","JC22-2-3",25,"JC22-2-3-25","core",0,0.04981,NA,NA,NA,NA,"Isla Iguana","JC22-2-3-22.5",22.5,5,-20,-8,-3.742,51.025,1953.742,7,14,16,20,73,1958,-8,20,5,"no",16,14,20,0,0,0,0,"modern",2022,-2.99953951189695,2.77258872223978,"Isla Iguana modern","JC22-2-3 modern"
"154","Pacific","Gulf of Panama","Isla Iguana","JC22-2-3",30,"JC22-2-3-30","core",4,0.09445,NA,NA,NA,NA,"Isla Iguana","JC22-2-3-27.5",27.5,6,-3,16,31.465,182.075,1918.535,6.975,19,23,33.25,166.025,1934,16,25,5,"no",23,19,33.25,42.350449973531,1.84132391189265,2.22897105123847,1.27369774356484,"modern",2022,-2.35968468503462,3.13549421592915,"Isla Iguana modern","JC22-2-3 modern"
"155","Pacific","Gulf of Panama","Isla Iguana","JC22-2-3",130,"JC22-2-3-130","core",115,0.20892,NA,NA,NA,NA,"Isla Iguana","JC22-2-3-127.5",127.5,26,3877.575,4542,4406.455,4589.025,-2456.455,404.925,849.75,969,1081.5,1712.025,-2592,4542,125,5,"no",969,849.75,1081.5,550.449932988704,0.568059786366051,0.647778679598357,0.508968962541566,"pre_exp",2022,-1.56580387541404,6.87626461189077,"Isla Iguana pre_exp","JC22-2-3 pre_exp"
"156","Pacific","Gulf of Panama","Isla Iguana","JC22-2-3",135,"JC22-2-3-135","core",120,0.18056,NA,NA,NA,NA,"Isla Iguana","JC22-2-3-132.5",132.5,27,4567.975,4601.5,4602.196,4660.05,-2652.196,22.95,44.75,73.5,310,670.625,-2651.5,4601.5,130,5,"no",73.5,44.75,310,664.599025254763,9.04216360890834,14.8513748660282,2.14386782340246,"pre_exp",2022,-1.71169214647286,4.29728540621879,"Isla Iguana pre_exp","JC22-2-3 pre_exp"
"157","Pacific","Gulf of Panama","Isla Iguana","JC22-2-3",147,"JC22-2-3-147","core",109,0.1692,NA,NA,NA,NA,"Isla Iguana","JC22-2-3-143.5",143.5,29,4657.975,4708,4734.62,5037.3,-2784.62,23,49,57,73.25,358.225,-2758,4708,140,7,"yes",57,49,73.25,644.208037825059,11.3018954004396,13.1471028127563,8.79464898054688,"pre_exp",2022,-1.77667383181001,4.04305126783455,"Isla Iguana pre_exp","JC22-2-3 pre_exp"
