"","basin","region","site_name","sample","depth","unique","type","total_dd_count","sed_weight_kg","num_yrs_est_bulks","num_yrs_est_bulks_upper","num_yrs_est_bulks_lower","age_est_bulks","date_locality","date_unique","midpoint","interval_no","min","median","predicted_age_BP","max","predicted_age_AD_BC","perc_2.5","perc_25","median_num_years_per_sample","perc_75","perc_97.5","age_AD_BC","age_BP","depth_upper","thickness","thick.not.5","no_years","no_years_25","no_years_75","dd_kg","dd_kg_yr","dd_kg_yr_25","dd_kg_yr_75","age_group","sampling_year","log_sed_weight_kg","log_no_years","site_age","sample_age"
"11","Caribbean","Bocas del Toro","Cayo Adriana","AT14-3",NA,"AT14-3-1","modern_bulk",28,4.715,356,358,354,1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,354,358,5.93849416755037,0.0166811633919954,0.0167754072529671,0.0165879725350569,"modern",2014,1.55074891608542,5.87493073085203,"Cayo Adriana modern","AT14-3 modern"
"12","Caribbean","Bocas del Toro","Cayo Adriana","AT14-3",NA,"AT14-3-2","modern_bulk",13,1.921,356,358,354,1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,354,358,6.76730869338886,0.019009294082553,0.0191166912242623,0.0189030969089074,"modern",2014,0.65284588378642,5.87493073085203,"Cayo Adriana modern","AT14-3 modern"
"13","Caribbean","Bocas del Toro","Cayo Adriana","AT14-3",NA,"AT14-3-3","modern_bulk",12,2.695,356,358,354,1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,354,358,4.45269016697588,0.0125075566488087,0.0125782208106663,0.0124376820306589,"modern",2014,0.99139820436096,5.87493073085203,"Cayo Adriana modern","AT14-3 modern"
"14","Caribbean","Bocas del Toro","Cayo Adriana","AT14-3",NA,"AT14-3-4","modern_bulk",18,3.331,356,358,354,1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,354,358,5.4037826478535,0.0151791647411615,0.0152649227340494,0.0150943649381383,"modern",2014,1.20327255921154,5.87493073085203,"Cayo Adriana modern","AT14-3 modern"
"15","Caribbean","Bocas del Toro","Cayo Adriana","AT14-3",NA,"AT14-3-5","modern_bulk",15,2.317,356,358,354,1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,354,358,6.47388864911523,0.0181850804750428,0.0182878210426984,0.0180834878466906,"modern",2014,0.840273245450239,5.87493073085203,"Cayo Adriana modern","AT14-3 modern"
"16","Caribbean","Bocas del Toro","Cayo Adriana","AT14-3",NA,"AT14-3-6","modern_bulk",26,2.946,356,358,354,1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,354,358,8.8255261371351,0.0247908037559975,0.0249308647941669,0.0246523076456288,"modern",2014,1.08044831804044,5.87493073085203,"Cayo Adriana modern","AT14-3 modern"
"17","Caribbean","Bocas del Toro","Sweet Bocas","AT14-5",NA,"AT14-5-1","Holocene_bulk",9,2.78,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,3.23741007194245,0.161870503597122,0.294310006540222,0.101169064748201,"pre_exp",2014,1.02245092770255,2.99573227355399,"Sweet Bocas pre_exp","AT14-5 pre_exp"
"18","Caribbean","Bocas del Toro","Sweet Bocas","AT14-5",NA,"AT14-5-2","Holocene_bulk",11,2.551,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,4.31203449627597,0.215601724813799,0.392003136025088,0.134751078008624,"pre_exp",2014,0.936485439159674,2.99573227355399,"Sweet Bocas pre_exp","AT14-5 pre_exp"
"19","Caribbean","Bocas del Toro","Sweet Bocas","AT14-5",NA,"AT14-5-3","Holocene_bulk",23,3.628,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,6.33958103638368,0.316979051819184,0.576325548762153,0.19811190738699,"pre_exp",2014,1.28868153225289,2.99573227355399,"Sweet Bocas pre_exp","AT14-5 pre_exp"
"20","Caribbean","Bocas del Toro","Sweet Bocas","AT14-6",NA,"AT14-6-1","Holocene_bulk",4,3.484,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,1.14810562571757,0.0574052812858783,0.104373238701597,0.0358783008036739,"pre_exp",2014,1.24818105899026,2.99573227355399,"Sweet Bocas pre_exp","AT14-6 pre_exp"
"21","Caribbean","Bocas del Toro","Sweet Bocas","AT14-6",NA,"AT14-6-2","Holocene_bulk",3,3.641,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,0.823949464432848,0.0411974732216424,0.0749044967666226,0.0257484207635265,"pre_exp",2014,1.2922583691933,2.99573227355399,"Sweet Bocas pre_exp","AT14-6 pre_exp"
"22","Caribbean","Bocas del Toro","Sweet Bocas","AT14-6",NA,"AT14-6-3","Holocene_bulk",3,3.819,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,0.785545954438335,0.0392772977219167,0.0714132685853032,0.024548311076198,"pre_exp",2014,1.33998860824338,2.99573227355399,"Sweet Bocas pre_exp","AT14-6 pre_exp"
"23","Caribbean","Bocas del Toro","Sweet Bocas","AT14-7",NA,"AT14-7-1","Holocene_bulk",16,3.86,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,4.14507772020725,0.207253886010363,0.376825247291569,0.129533678756477,"pre_exp",2014,1.35066718347674,2.99573227355399,"Sweet Bocas pre_exp","AT14-7 pre_exp"
"24","Caribbean","Bocas del Toro","Sweet Bocas","AT14-7",NA,"AT14-7-2","Holocene_bulk",6,2.778,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,2.15982721382289,0.107991360691145,0.196347928529354,0.0674946004319654,"pre_exp",2014,1.02173124433215,2.99573227355399,"Sweet Bocas pre_exp","AT14-7 pre_exp"
"25","Caribbean","Bocas del Toro","Sweet Bocas","AT14-7",NA,"AT14-7-3","Holocene_bulk",12,3.956,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,3.03336703741153,0.151668351870576,0.275760639764684,0.0947927199191102,"pre_exp",2014,1.37523341376047,2.99573227355399,"Sweet Bocas pre_exp","AT14-7 pre_exp"
"26","Caribbean","Bocas del Toro","Sweet Bocas","AT14-9",NA,"AT14-9-1","Holocene_bulk",16,2.649,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,6.04001510003775,0.302000755001887,0.549092281821614,0.18875047187618,"pre_exp",2014,0.974182210289933,2.99573227355399,"Sweet Bocas pre_exp","AT14-9 pre_exp"
"27","Caribbean","Bocas del Toro","Sweet Bocas","AT14-9",NA,"AT14-9-2","Holocene_bulk",13,2.994,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,4.34201736806947,0.217100868403474,0.394728851642679,0.135688042752171,"pre_exp",2014,1.09661028599744,2.99573227355399,"Sweet Bocas pre_exp","AT14-9 pre_exp"
"28","Caribbean","Bocas del Toro","Sweet Bocas","AT14-9",NA,"AT14-9-3","Holocene_bulk",17,3.388,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,5.01770956316411,0.250885478158205,0.456155414833101,0.156803423848878,"pre_exp",2014,1.22023977678981,2.99573227355399,"Sweet Bocas pre_exp","AT14-9 pre_exp"
"29","Caribbean","Bocas del Toro","Sweet Bocas","AT14-10",NA,"AT14-10-1","Holocene_bulk",16,3.749,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,4.26780474793278,0.213390237396639,0.387982249812071,0.133368898372899,"pre_exp",2014,1.32148913775377,2.99573227355399,"Sweet Bocas pre_exp","AT14-10 pre_exp"
"30","Caribbean","Bocas del Toro","Sweet Bocas","AT14-10",NA,"AT14-10-2","Holocene_bulk",22,4.018,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,5.47536087605774,0.273768043802887,0.497760079641613,0.171105027376804,"pre_exp",2014,1.39078426639274,2.99573227355399,"Sweet Bocas pre_exp","AT14-10 pre_exp"
"31","Caribbean","Bocas del Toro","Sweet Bocas","AT14-10",NA,"AT14-10-3","Holocene_bulk",12,3.485,20,32,11,-4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,32,3.44332855093257,0.172166427546628,0.313029868266597,0.107604017216643,"pre_exp",2014,1.24846804421249,2.99573227355399,"Sweet Bocas pre_exp","AT14-10 pre_exp"
"32","Pacific","Gulf of Panama","Contadora","BF18-1-11",15,"BF18-1-11-15","core",26,0.31891,NA,NA,NA,NA,"Contadora","BF18-1-11-12.5",12.5,3,-66,-62,-48.791,51.025,1998.791,1,2,3,16,94.075,2012,-62,10,5,"no",6,2,16,88.7311446317658,13.5879506234779,44.3655723158829,5.54569653948536,"modern",2018,-1.14284634766536,1.79175946922805,"Contadora modern","BF18-1-11 modern"
"33","Pacific","Gulf of Panama","Contadora","BF18-1-11",25,"BF18-1-11-25","core",17,0.17578,NA,NA,NA,NA,"Contadora","BF18-1-11-22.5",22.5,5,-40,37,41.672,135,1908.328,7.975,22,36,53,106,1913,37,20,5,"no",36,22,53,96.7117988394584,2.68643885665162,4.39599085633902,1.82475092149922,"modern",2018,-1.73852206584564,3.58351893845611,"Contadora modern","BF18-1-11 modern"
"34","Pacific","Gulf of Panama","Contadora","BF18-1-11",191,"BF18-1-11-191","core",25,0.15087,NA,NA,NA,NA,"Contadora","BF18-1-11-188.5",188.5,38,3922,3989,4015.782,4238.025,-2065.782,16,50.75,93,164.25,451.275,-2039,3989,186,5,"no",93,50.75,164.25,165.705574335521,1.78178036919915,3.26513446966543,1.00886194420408,"pre_exp",2018,-1.89133674013015,4.53259949315326,"Contadora pre_exp","BF18-1-11 pre_exp"
"35","Pacific","Gulf of Panama","Contadora","BF18-1-11",196,"BF18-1-11-196","core",12,0.19003,NA,NA,NA,NA,"Contadora","BF18-1-11-193.5",193.5,39,3940.975,4070.5,4087.894,4344.025,-2137.894,12,34,57,97,211.05,-2120.5,4070.5,191,5,"no",57,34,97,63.1479240119981,1.10785831599997,1.85729188270583,0.651009525896888,"pre_exp",2018,-1.66057332454887,4.04305126783455,"Contadora pre_exp","BF18-1-11 pre_exp"
"36","Pacific","Gulf of Panama","Contadora","BF18-1-11",206,"BF18-1-11-206","core",22,0.18286,NA,NA,NA,NA,"Contadora","BF18-1-11-203.5",203.5,41,3985,4207.5,4216.941,4507.075,-2266.941,10,28,45,78.25,208.075,-2257.5,4207.5,201,5,"no",45,28,78.25,120.31062014656,2.67356933659023,4.29680786237715,1.5375159124161,"pre_exp",2018,-1.69903444624586,3.80666248977032,"Contadora pre_exp","BF18-1-11 pre_exp"
"37","Pacific","Gulf of Panama","Contadora","BF18-1-11",211,"BF18-1-11-211","core",29,0.18067,NA,NA,NA,NA,"Contadora","BF18-1-11-208.5",208.5,42,4008,4277,4280.205,4583.075,-2330.205,9,27,43,76,232.05,-2327,4277,206,5,"no",43,27,76,160.513643659711,3.73287543394677,5.94494976517448,2.11202162710146,"pre_exp",2018,-1.7110831161963,3.76120011569356,"Contadora pre_exp","BF18-1-11 pre_exp"
"38","Pacific","Gulf of Panama","Contadora","BF18-1-11",221,"BF18-1-11-221","core",28,0.16332,NA,NA,NA,NA,"Contadora","BF18-1-11-218.5",218.5,44,4079.975,4415.5,4410.73,4718.025,-2460.73,9,27,45.5,78,228.175,-2465.5,4415.5,216,5,"no",45.5,27,78,171.442566740142,3.76796849978334,6.34972469407934,2.19798162487362,"pre_exp",2018,-1.81204381253076,3.8177123259569,"Contadora pre_exp","BF18-1-11 pre_exp"
"39","Pacific","Gulf of Panama","Contadora","BF18-1-11",226,"BF18-1-11-226","core",29,0.15015,NA,NA,NA,NA,"Contadora","BF18-1-11-223.5",223.5,45,4125.925,4486,4473.954,4758.1,-2523.954,10,27,44,80,217.025,-2536,4486,221,5,"no",44,27,80,193.140193140193,4.3895498440953,7.15334048667382,2.41425241425241,"pre_exp",2018,-1.8961204845528,3.78418963391826,"Contadora pre_exp","BF18-1-11 pre_exp"
"40","Pacific","Gulf of Panama","Contadora","BF18-1-11",236,"BF18-1-11-236","core",22,0.14886,NA,NA,NA,NA,"Contadora","BF18-1-11-233.5",233.5,47,4267.925,4626,4604.756,4819.025,-2654.756,9,28,47,84,240.05,-2676,4626,231,5,"no",47,28,84,147.789869676206,3.1444653122597,5.27820963129307,1.75940321043102,"pre_exp",2018,-1.90474901205037,3.85014760171006,"Contadora pre_exp","BF18-1-11 pre_exp"
"41","Pacific","Gulf of Panama","Contadora","BF18-1-11",241,"BF18-1-11-241","core",32,0.18425,NA,NA,NA,NA,"Contadora","BF18-1-11-238.5",238.5,48,4343.875,4693,4671.281,4838,-2721.281,9,28,48.5,86,229.05,-2743,4693,236,5,"no",48.5,28,86,173.677069199457,3.58097049895788,6.20275247140919,2.01950080464485,"pre_exp",2018,-1.69146174791269,3.88156379794344,"Contadora pre_exp","BF18-1-11 pre_exp"
"42","Pacific","Gulf of Panama","Contadora","BF18-1-11",251,"BF18-1-11-251","core",43,0.16156,NA,NA,NA,NA,"Contadora","BF18-1-11-248.5",248.5,50,4696.95,4862,4875.314,5122.125,-2925.314,17,52,97,165.25,438.175,-2912,4862,246,5,"no",97,52,165.25,266.154988858628,2.74386586452194,5.11836517035824,1.61062020489336,"pre_exp",2018,-1.82287868828692,4.57471097850338,"Contadora pre_exp","BF18-1-11 pre_exp"
"43","Pacific","Gulf of Panama","Contadora","BF18-1-11",256,"BF18-1-11-256","core",32,0.17494,NA,NA,NA,NA,"Contadora","BF18-1-11-253.5",253.5,51,4877,4999.5,5049.64,5484,-3099.64,28.975,82,137,230.5,536,-3049.5,4999.5,251,5,"no",137,82,230.5,182.91985823711,1.3351814469862,2.23072997850134,0.793578560681605,"pre_exp",2018,-1.74331222099043,4.91998092582813,"Contadora pre_exp","BF18-1-11 pre_exp"
"44","Pacific","Gulf of Panama","Contadora","BF18-1-11",266,"BF18-1-11-266","core",28,0.21028,NA,NA,NA,NA,"Contadora","BF18-1-11-263.5",263.5,53,4944,5265,5297.88,5844.05,-3347.88,19,51.75,86,150,391.075,-3315,5265,261,5,"no",86,51.75,150,133.155792276964,1.54832316601121,2.57305878796066,0.887705281846427,"pre_exp",2018,-1.55931530303089,4.45434729625351,"Contadora pre_exp","BF18-1-11 pre_exp"
"45","Pacific","Gulf of Panama","Contadora","BF18-1-11",271,"BF18-1-11-271","core",28,0.15337,NA,NA,NA,NA,"Contadora","BF18-1-11-268.5",268.5,54,4990.95,5393,5411.238,5957.025,-3461.238,18.975,48,78,140.25,402.025,-3443,5393,266,5,"no",78,48,140.25,182.565038795071,2.34057742044962,3.80343830823064,1.30171150656022,"pre_exp",2018,-1.87490197631945,4.35670882668959,"Contadora pre_exp","BF18-1-11 pre_exp"
"46","Pacific","Gulf of Panama","Contadora","BF18-1-11",281,"BF18-1-11-281","core",27,0.20245,NA,NA,NA,NA,"Contadora","BF18-1-11-278.5",278.5,56,5116.95,5622.5,5627.017,6180.025,-3677.017,16,45,77,141,343.075,-3672.5,5622.5,276,5,"no",77,45,141,133.366263274883,1.73202939318029,2.96369473944184,0.945860023226118,"pre_exp",2018,-1.59726233650397,4.34380542185368,"Contadora pre_exp","BF18-1-11 pre_exp"
"47","Pacific","Gulf of Panama","Contadora","BF18-1-11",286,"BF18-1-11-286","core",46,0.24437,NA,NA,NA,NA,"Contadora","BF18-1-11-283.5",283.5,57,5174.975,5746,5734.449,6273.025,-3784.449,16,45,77,135,389.1,-3796,5746,281,5,"no",77,45,135,188.239145557965,2.44466422802552,4.18309212351034,1.39436404117011,"pre_exp",2018,-1.40907180880988,4.34380542185368,"Contadora pre_exp","BF18-1-11 pre_exp"
"48","Pacific","Gulf of Panama","Contadora","BF18-1-11",296,"BF18-1-11-296","core",24,0.17148,NA,NA,NA,NA,"Contadora","BF18-1-11-293.5",293.5,59,5429.975,5983.5,5962.49,6397,-4012.49,17,47,81,149.25,378.175,-4033.5,5983.5,291,5,"no",81,47,149.25,139.958012596221,1.72787669871878,2.97783005523875,0.93774212794788,"pre_exp",2018,-1.76328863725236,4.39444915467244,"Contadora pre_exp","BF18-1-11 pre_exp"
"49","Pacific","Gulf of Panama","Contadora","BF18-1-11",301,"BF18-1-11-301","core",16,0.15775,NA,NA,NA,NA,"Contadora","BF18-1-11-298.5",298.5,60,5549.925,6098.5,6074.814,6431.05,-4124.814,18,47,79.5,145.25,390.175,-4148.5,6098.5,296,5,"no",79.5,47,145.25,101.426307448494,1.27580260941502,2.15800654145733,0.698287830970702,"pre_exp",2018,-1.84674377756081,4.37575702166029,"Contadora pre_exp","BF18-1-11 pre_exp"
"50","Pacific","Gulf of Panama","Contadora","BF18-1-11",311,"BF18-1-11-311","core",22,0.18435,NA,NA,NA,NA,"Contadora","BF18-1-11-308.5",308.5,62,5903.575,6359,6313.696,6490.025,-4363.696,19,55,94.5,162,411.05,-4409,6359,306,5,"no",94.5,55,162,119.338215351234,1.26283825768502,2.1697857336588,0.73665565031626,"pre_exp",2018,-1.69091915430198,4.5485998344997,"Contadora pre_exp","BF18-1-11 pre_exp"
"51","Pacific","Gulf of Panama","Contadora","BF18-1-11",316,"BF18-1-11-316","core",18,0.16915,NA,NA,NA,NA,"Contadora","BF18-1-11-313.5",313.5,63,6238.6,6504,6486.586,6633.075,-4536.586,24.975,71,133,233,528.025,-4554,6504,311,5,"no",133,71,233,106.414425066509,0.800108459146684,1.49879471924661,0.456714270671713,"pre_exp",2018,-1.77696938375542,4.89034912822175,"Contadora pre_exp","BF18-1-11 pre_exp"
"52","Pacific","Gulf of Panama","Contadora","BF18-1-11",326,"BF18-1-11-326","core",17,0.12743,NA,NA,NA,NA,"Contadora","BF18-1-11-323.5",323.5,65,6513,6599,6643.322,7014.35,-4693.322,3,15,33,68,230.1,-4649,6599,321,5,"no",33,15,68,133.40657615946,4.04262351998364,8.89377174396401,1.96186141410971,"pre_exp",2018,-2.06018808475795,3.49650756146648,"Contadora pre_exp","BF18-1-11 pre_exp"
"53","Pacific","Gulf of Panama","Contadora","BF18-1-11",331,"BF18-1-11-331","core",27,0.16552,NA,NA,NA,NA,"Contadora","BF18-1-11-328.5",328.5,66,6518,6646,6693.495,7175.025,-4743.495,3,14,30,64,213,-4696,6646,326,5,"no",30,14,64,163.122281295312,5.43740937651039,11.6515915210937,2.54878564523925,"pre_exp",2018,-1.79866324554485,3.40119738166216,"Contadora pre_exp","BF18-1-11 pre_exp"
"54","Pacific","Gulf of Panama","Contadora","BF18-1-11",341,"BF18-1-11-341","core",18,0.13286,NA,NA,NA,NA,"Contadora","BF18-1-11-338.5",338.5,68,6529.925,6734.5,6790.069,7378.075,-4840.069,3,13,28,61,219.025,-4784.5,6734.5,336,5,"no",28,13,61,135.480957398766,4.83860562138449,10.4216121075974,2.22099930161911,"pre_exp",2018,-2.01845933674504,3.3322045101752,"Contadora pre_exp","BF18-1-11 pre_exp"
"55","Pacific","Gulf of Panama","Contadora","BF18-1-11",346,"BF18-1-11-346","core",18,0.12443,NA,NA,NA,NA,"Contadora","BF18-1-11-343.5",343.5,69,6532.975,6780.5,6840.303,7482.375,-4890.303,3,13.75,29,60,235.025,-4830.5,6780.5,341,5,"no",29,13.75,60,144.659647994857,4.98826372396057,10.5207016723532,2.41099413324761,"pre_exp",2018,-2.0840119701946,3.36729582998647,"Contadora pre_exp","BF18-1-11 pre_exp"
"56","Pacific","Gulf of Panama","Contadora","BF18-1-11",356,"BF18-1-11-356","core",31,0.12796,NA,NA,NA,NA,"Contadora","BF18-1-11-353.5",353.5,71,6544,6880.5,6947.316,7696.075,-4997.316,3,15.75,34,69,224,-4930.5,6880.5,351,5,"no",34,15.75,69,242.263207252266,7.12538844859607,15.3817909366518,3.51106097467053,"pre_exp",2018,-2.05603756390082,3.52636052461616,"Contadora pre_exp","BF18-1-11 pre_exp"
"57","Pacific","Gulf of Panama","Contadora","BF18-1-11",361,"BF18-1-11-361","core",30,0.11237,NA,NA,NA,NA,"Contadora","BF18-1-11-358.5",358.5,72,6562,6980,7040.693,7887.125,-5090.693,6,27,59,126,354.075,-5030,6980,356,5,"no",59,27,126,266.975171309068,4.52500290354353,9.88796930774327,2.11885056594499,"pre_exp",2018,-2.18595828106233,4.07753744390572,"Contadora pre_exp","BF18-1-11 pre_exp"
"58","Pacific","Gulf of Panama","Contadora","BF18-1-13",15,"BF18-1-13-15","core",12,0.14832,NA,NA,NA,NA,"Contadora","BF18-1-13-12.5",12.5,3,-24,-12,-10.985,5,1960.985,19,24,27,30,43.025,1962,-12,10,5,"no",56,24,30,59.5876534382076,1.44475265834489,2.48281889325865,1.98625511460692,"modern",2018,-1.90838317716459,4.02535169073515,"Contadora modern","BF18-1-13 modern"
"59","Pacific","Gulf of Panama","Contadora","BF18-1-13",25,"BF18-1-13-25","core",6,0.08991,NA,NA,NA,NA,"Contadora","BF18-1-13-22.5",22.5,5,5.975,30,36.911,165.025,1913.089,8,20,21,21,58.025,1920,30,20,5,"no",21,20,21,66.7334000667334,3.17778095555873,3.33667000333667,3.17778095555873,"modern",2018,-2.40894610898546,3.04452243772342,"Contadora modern","BF18-1-13 modern"
"60","Pacific","Gulf of Panama","Contadora","BF18-1-13",175,"BF18-1-13-175","core",33,0.17294,NA,NA,NA,NA,"Contadora","BF18-1-13-172.5",172.5,35,4208,4238,4238.259,4271,-2288.259,48,56,65,114,201,-2288,4238,170,5,"no",65,56,114,190.817624609691,2.93565576322602,3.40745758231591,1.67383881236571,"pre_exp",2018,-1.75481056544985,4.17438726989564,"Contadora pre_exp","BF18-1-13 pre_exp"
